zipCode,Median_Income,Mean,Pop
7950,105494,129453,17528
7960,105186,143929,42917
7961,98696,124418,17
7970,162125,273074,117
7974,116386,149688,12003
7976,168365,291112,663
7977,123875,163022,438
7979,22195,44685,90
7980,115025,151341,2257
7981,102697,114246,8392
8001,84844,87574,527
8002,67229,81271,20631
8003,106675,138633,30721
8004,74310,85944,12130
8005,64681,77117,16845
8006,89632,141909,683
8007,56053,68876,5368
8008,72586,111777,7863
8009,68368,83591,10889
8010,56913,67939,10587
8011,36765,56435,43
8012,69443,78497,39080
8014,87209,97571,556
8015,65080,71665,21053
8016,72300,80936,30957
8019,70625,81833,900
8020,98165,112042,2141
8021,55858,63779,45515
8022,84514,103398,5225
8023,63124,72880,356
8026,76538,94974,2435
8027,63817,81478,4870
8028,53538,65248,20156
8029,59795,72252,4935
8030,52210,60291,13491
8031,55890,64819,11623
8033,99236,134997,16405
8034,86241,101355,18576
8035,80247,98370,7627
8036,87047,103673,4011
8037,62817,73752,22494
8038,66384,73050,131
8039,106667,119389,128
8041,85417,107315,863
8042,85417,107315,217
8043,93913,119684,28123
8045,56006,68011,2679
8046,67049,73999,32968
8048,81636,93343,10512
8049,55994,64695,5432
8050,70134,83445,20744
8051,75931,86635,10211
8052,55067,62094,19088
8053,89883,101941,42277
8054,84700,101970,40221
8055,110060,131663,26424
8056,98204,112036,2589
8057,121235,157974,19291
8059,61919,75522,5363
8060,69348,80221,24252
8061,98295,112190,734
8062,102201,115587,11465
8063,65961,75745,3256
8064,56360,78459,239
8065,62707,72221,7092
8066,49235,62758,7351
8067,66016,74646,1722
8068,51467,73528,6734
8069,43621,55792,12428
8070,58771,67219,12938
8071,67160,80540,9829
8072,65061,72246,161
8073,89713,106420,225
8074,93969,117070,77
8075,72604,81905,26374
8077,91737,104683,17370
8078,53353,65490,8396
8079,46613,58254,12016
8080,84764,99252,36440
8081,76311,83234,43747
8083,70544,78387,9684
8084,63028,76994,7271
8085,89416,96677,10848
8086,69373,81488,6657
8087,57870,69346,20242
8088,85362,97783,24310
8089,73345,81838,4164
8090,82200,92395,8400
8091,61029,68694,5288
8092,53401,71774,3016
8093,52933,64431,10057
8094,67379,78323,32776
8095,77796,79924,264
8096,65623,75813,32649
8097,81311,89760,3305
8098,76447,89736,8325
8102,23719,36474,9865
8103,27980,36666,15898
8104,24631,31638,24308
8105,31896,43537,28164
8106,68551,76714,10308
8107,53206,63622,13515
8108,71671,84890,18542
8109,62258,77380,22787
8110,51599,62313,18513
8201,65435,75709,9167
8202,87552,191900,2235
8203,65513,79876,12595
8204,53551,67521,19449
8205,68365,81064,23816
8210,66351,77158,15100
8212,52639,76562,239
8215,59052,68616,12495
8217,54730,74348,35
8221,81559,129865,7187
8223,74325,91696,4203
8224,70625,81833,491
8225,72079,84088,7756
8226,57881,81719,15376
8230,79584,94637,5704
8232,40571,52553,17964
8234,67705,79003,30072
8241,63942,81598,1034
8242,49817,57698,2918
8243,54715,90686,2836
8244,48775,61422,11666
8246,86039,88102,93
8247,68989,109129,1205
8248,78906,96207,174
8251,42216,54098,9718
8260,41338,61515,15343
8270,66842,71398,8337
8302,38305,47216,36458
8310,56160,63332,1650
8311,70354,74072,1859
8312,70299,77241,6966
8317,61932,71608,1274
8318,73631,81098,12227
8319,61932,71608,1125
8321,45250,50518,275
8322,72934,97976,9594
8326,53072,61421,1447
8328,67279,72585,1417
8330,61837,71405,21735
8332,42668,54040,30056
8340,39520,44163,642
8341,53060,61414,1826
8343,69460,85261,4189
8344,64030,72146,6378
8345,46093,51303,763
8346,57308,64042,809
8349,11127,12422,618
8350,57308,64042,804
8352,68571,75799,470
8353,62472,69058,534
8360,49040,58917,40552
8361,69301,86292,15613
8401,31112,45902,40509
8402,70307,101069,8194
8403,92697,150277,1156
8406,51788,78668,12919
8501,105793,117680,4655
8502,145174,182175,9232
8505,78971,88845,14208
8510,127952,154349,4276
8511,80916,89462,714
8512,95747,120241,10305
8514,101254,116450,3449
8515,138129,66281,5176
8518,69701,77575,4932
8520,83115,96698,24468
8525,127303,152701,4900
8527,85067,96562,42446
8528,110816,124893,191
8530,86772,116144,7302
8533,74894,86071,6080
8534,129262,158332,11628
8535,130572,154496,4713
8536,88644,108124,17773
8540,111142,164579,42391
8542,89693,120618,3952
8550,153681,197536,17673
8551,106841,132759,5283
8553,88929,111036,643
8554,77706,83634,3648
8555,136579,155641,921
8558,159931,217801,5312
8559,86891,114764,4984
8560,107245,145503,3438
8561,87703,112791,262
8562,67329,77810,6499
8608,22446,37684,976
8609,37656,49264,15001
8610,47801,56138,22846
8611,35860,46641,23398
8618,47842,57905,40562
8619,75410,87361,22638
8620,98799,89829,12072
8628,78490,88712,9321
8629,52331,60052,11152
8638,51445,60625,23119
8640,91284,97298,7390
8641,53183,61193,5116
8648,89945,111477,27765
8690,87045,96331,18645
8691,96594,117093,11321
8701,40747,56240,60357
8720,121375,160819,695
8721,71737,83128,17223
8722,78527,84592,10379
8723,62116,78541,31870
8724,68007,83869,42959
8730,98419,116691,4907
8731,68983,83768,18563
8732,77269,86769,1578
8733,62184,69929,2962
8734,81393,95606,6792
8735,60037,79983,4450
8736,97819,131786,12834
8738,81194,152838,1354
8740,61250,68992,2077
8741,75058,86598,2354
8742,73737,94524,26261
8750,93854,129435,3912
8751,48024,64361,4909
8752,40143,54244,2926
8753,76929,89421,63441
8755,67317,85608,23050
8757,41884,48474,33364
8758,74736,90251,5123
8759,37305,47744,30272
8801,122569,156041,8160
8802,106882,124861,3691
8804,108061,121722,2479
8805,71287,81489,12106
8807,111762,126718,36568
8808,85893,107761,30
8809,97898,126433,6647
8810,103741,122024,7187
8812,92130,111581,12354
8816,101523,117473,45528
8817,82959,91867,45329
8820,111084,134137,37546
8821,126411,152030,336
8822,105614,128237,28367
8823,97261,108346,7297
8824,106729,119283,11930
8825,91719,97845,4828
8826,88978,113186,5500
8827,96161,113776,4964
8828,80690,90184,1825
8829,90355,104308,3824
8830,84221,92468,16447
8831,76536,93922,34468
8832,55684,63602,2468
8833,83115,103919,6067
8835,54982,69680,10342
8836,135971,161286,3710
8837,65787,88087,14851
8840,97756,117533,15703
8844,110492,124304,36729
8846,77107,89658,13720
8848,94075,112502,8109
8850,92839,101876,8333
8852,93959,107607,14018
8853,128874,146128,4953
8854,88165,98220,50474
8857,88137,99152,36503
8859,69461,83200,20939
8861,47619,58843,50026
8863,78784,84207,12056
8865,59278,68865,28974
8867,104602,124235,4453
8869,70097,89454,6339
8872,80293,88781,18283
8873,85950,99431,41649
8876,83109,95276,19692
8879,65162,76378,21054
8880,78427,89867,4398
8882,65930,77280,15322
8884,68218,78862,7882
8886,99070,113550,4843
8887,96583,131306,1097
8889,123666,146325,9341
8890,94875,108442,27
8901,44193,57250,48689
8902,79335,90786,36562
8904,75938,97888,13997
10001,71245,123113,17678
10002,30844,46259,70878
10003,89999,139331,53609
10004,110184,156683,1271
10005,115133,163763,1517
10006,111220,156776,972
10007,145459,256236,3520
10009,56615,78138,56975
10010,93702,137106,27322
10011,92359,160937,45899
10012,81317,135999,26464
10013,69836,137738,24723
10014,98450,162205,32867
10016,96760,144872,49904
10017,102524,149724,16231
10018,84799,112292,4255
10019,84786,133175,39048
10020,113846,147680,1
10021,113800,198530,44173
10022,93107,158965,26460
10023,108286,194366,59002
10024,110999,191408,61485
10025,65001,112009,96117
10026,31542,50332,25925
10027,38550,57767,57049
10028,105456,192258,40914
10029,32877,56937,76271
10030,28525,51241,26058
10031,31526,51413,59450
10032,29536,40902,54744
10033,36463,53967,59049
10034,37866,46838,37785
10035,23302,37222,31078
10036,62393,89879,18660
10037,40080,52945,16994
10038,55937,89760,15435
10039,28692,37075,21738
10040,37107,48180,46585
10044,102486,117866,9519
10065,108155,191674,31500
10069,54236,108784,1843
10075,112268,188422,25187
10110,36906,79288,33
10128,105187,180473,59434
10162,72258,116427,1726
10165,85565,151404,7
10170,104023,146411,1
10171,104023,146411,1
10199,84276,107615,10
10278,104405,143247,2
10280,98938,138990,4298
10301,56776,75010,38618
10302,59919,70774,16580
10303,54758,66353,22842
10304,46260,65695,36662
10305,58938,75469,37014
10306,75212,91446,54812
10307,92781,110791,11662
10308,75668,85726,23972
10309,84917,98956,27255
10310,65263,77596,22793
10312,84524,99002,55963
10314,78414,90428,85260
10451,22970,30637,37570
10452,27673,35201,71254
10453,26324,35179,77913
10454,18024,28294,30078
10455,22829,33951,37013
10456,21955,30837,75975
10457,25474,34688,68492
10458,25642,34873,77840
10459,22843,33744,38847
10460,23645,33568,53752
10461,47716,58037,48081
10462,46085,51310,71130
10463,52302,65039,62456
10464,1520,1673,109
10465,61446,73646,41282
10466,48470,57368,68662
10467,35375,45203,94492
10468,28765,38638,76073
10469,57183,66926,63256
10470,53208,65712,15778
10471,56910,79167,18127
10472,32632,42815,64864
10473,36132,49073,52624
10474,24244,31476,11365
10475,47895,57491,38149
10501,156900,192610,1134
10502,123763,164350,5184
10503,115875,199102,109
10504,171989,287442,7139
10505,123682,149437,185
10506,186803,302811,5506
10507,67031,107827,5855
10509,85832,108515,18988
10510,175217,244705,9727
10511,88453,127632,2213
10512,94768,108953,23865
10514,189957,278279,11974
10516,77414,108344,5202
10517,76820,84219,422
10518,163441,227497,954
10519,137961,213441,392
10520,95299,123312,12434
10522,107195,132831,10636
10523,80390,97311,7710
10524,83074,114247,4260
10526,158977,218303,1675
10527,158207,191959,895
10528,131616,188528,12301
10530,105377,133486,13240
10532,91259,112889,5895
10533,113451,190827,7547
10535,106333,130341,454
10536,131968,214946,11160
10537,86493,93707,1783
10538,150774,248074,16321
10541,95198,114064,26329
10543,94724,146272,20016
10545,112917,152224,134
10546,176042,214907,1243
10547,86362,105364,7332
10548,82778,98134,3027
10549,107169,158325,15655
10550,42807,55141,37904
10552,67770,91158,19937
10553,56382,66995,10435
10560,139313,215201,4659
10562,84560,106628,30926
10566,56245,71247,22450
10567,108723,128465,18741
10570,132183,181361,12561
10573,73394,105130,36472
10576,219554,339449,4764
10577,193533,361842,3419
10578,134186,206558,764
10579,92600,102068,8097
10580,161992,275650,16560
10583,177857,262309,38273
10588,88148,107894,1914
10589,96884,123164,7404
10590,149131,192346,6755
10591,86347,115737,21538
10594,110169,138953,5038
10595,88432,107037,7552
10596,85121,100936,778
10597,162875,226377,920
10598,107925,130656,29337
10601,57212,79187,9319
10603,84012,107930,15421
10604,87092,131237,10782
10605,113684,145134,17347
10606,63803,91931,15706
10607,99337,119664,6924
10701,44417,56331,61035
10703,54745,68861,20903
10704,63087,74430,30497
10705,36094,48376,27216
10706,138152,183467,8664
10707,97931,128239,9712
10708,127637,201445,21427
10709,96536,136311,8888
10710,80118,93642,25538
10801,58707,80358,36356
10803,137572,218225,11892
10804,158924,225005,14322
10805,29677,41906,11633
10901,86843,113903,22177
10910,78571,125222,42
10913,106055,122841,5149
10914,82100,91315,452
10915,82773,94400,113
10916,105269,116636,3887
10917,103897,122911,1720
10918,88168,96444,11572
10919,76796,91305,783
10920,95166,112377,8649
10921,84742,98913,3804
10922,75547,80086,1480
10923,80267,95185,8256
10924,84649,96935,12319
10925,74809,87065,4870
10926,84067,100624,2901
10927,46499,64351,10121
10928,66151,72944,3881
10930,104131,119779,7253
10931,87257,109166,1045
10932,76397,84642,49
10933,85941,95410,389
10940,57731,69070,42813
10941,67488,80139,12765
10950,65251,79974,38803
10952,66193,90002,31623
10953,66650,101518,248
10954,93219,106608,22066
10956,114523,138476,32030
10958,100108,105058,2916
10960,78145,107534,14569
10962,117728,134733,5329
10963,76427,86709,4195
10964,79958,108530,1384
10965,103487,125374,14569
10968,92045,129291,2408
10969,80186,89346,1195
10970,89426,107338,9366
10973,95946,103079,2016
10974,87353,100576,3048
10975,78571,125222,359
10976,87986,119907,2001
10977,67394,81481,48755
10979,74809,87065,264
10980,66696,70879,9534
10983,91703,109710,5646
10984,105625,123510,2815
10985,82773,94400,57
10987,78462,124115,3003
10988,85941,95410,751
10989,85642,103414,9345
10990,91662,106921,19282
10992,89904,89764,8880
10993,54508,72676,4710
10994,106989,134225,7246
10996,92841,126289,7122
10998,86132,95486,2453
11001,96705,111213,26707
11003,78863,91208,40973
11004,75304,84522,13390
11005,57104,101012,2195
11010,82519,96237,23829
11020,117295,166437,5733
11021,100154,150972,17512
11023,93125,141565,8593
11024,121655,190653,7993
11030,169390,243353,17033
11040,98762,116894,39784
11042,144293,222478,514
11050,114602,163839,28714
11096,55026,68941,7976
11101,39955,51519,22556
11102,48399,61245,35943
11103,52495,66421,44730
11104,50944,61198,29376
11105,54570,68395,42375
11106,44031,56437,40963
11109,117750,151032,843
11201,92175,140858,48101
11203,47788,60025,78886
11204,42764,58961,74185
11205,42904,57437,35648
11206,26440,38580,69454
11207,34729,44634,87324
11208,33876,44515,84692
11209,56907,78505,69646
11210,55001,69162,67349
11211,37632,52061,84434
11212,27911,37846,85400
11213,35085,46614,65932
11214,35964,48902,78896
11215,81331,109384,59307
11216,37290,52038,55021
11217,72611,102950,35641
11218,48011,61312,75418
11219,34970,50737,85825
11220,37030,50271,92398
11221,34005,46670,75020
11222,54367,69809,40003
11223,39421,53996,74659
11224,34958,45363,49491
11225,39782,52485,61858
11226,38763,49673,106461
11228,55200,73658,40169
11229,49911,63752,80407
11230,47496,64348,88449
11231,73075,95031,33174
11232,34808,45834,22177
11233,35423,45327,63541
11234,67953,77077,81033
11235,44730,60543,79197
11236,59568,69801,94098
11237,35355,43844,48837
11238,61469,79249,49085
11239,24882,33975,14621
11354,50019,63009,54286
11355,38624,50393,74434
11356,67808,80098,20443
11357,74097,89657,39650
11358,66312,80189,37044
11360,72854,92445,18363
11361,70983,84896,28648
11362,74827,89963,17509
11363,92955,118589,6849
11364,65777,77367,32272
11365,61097,73177,37503
11366,76377,93826,13795
11367,53565,67846,39791
11368,43963,54259,95662
11369,54732,65143,37429
11370,37574,49034,28920
11372,48149,58610,70946
11373,44301,56733,99884
11374,49708,65130,39224
11375,69446,89704,70142
11377,49979,60263,87015
11378,59363,68915,33487
11379,61824,76167,33886
11385,47470,57795,95262
11411,69132,79342,17909
11412,67396,77264,36433
11413,77058,84085,39571
11414,70965,84306,28120
11415,55983,70069,19423
11416,46713,58914,21053
11417,56103,66183,28748
11418,57063,66712,36587
11419,49705,59642,44065
11420,55056,66551,41750
11421,55094,66525,37664
11422,68823,76689,26308
11423,64756,79561,31575
11424,61900,74277,467
11425,70284,73553,26
11426,74452,87041,17445
11427,57224,67494,21275
11428,71127,85684,20923
11429,72714,82273,27816
11430,50483,54620,197
11432,50291,64694,54915
11433,41780,54771,28391
11434,51641,59039,52603
11435,44722,52870,47317
11436,62297,69595,18291
11501,78423,90983,19466
11507,103384,138519,7526
11509,106773,149930,2852
11510,99077,110670,32552
11514,84511,93244,4904
11516,93264,121947,6997
11518,89715,104191,11158
11520,68768,86328,44329
11530,127418,187098,26753
11542,77618,102384,27205
11545,152909,228119,12081
11547,114409,141452,644
11548,213520,316062,2445
11550,57385,69315,58967
11552,93065,110131,23354
11553,71093,81499,23540
11554,87598,98759,37455
11556,73445,83012,13
11557,113487,154469,8053
11558,85183,100774,8553
11559,112233,152353,8100
11560,102206,180640,6812
11561,85039,104804,39648
11563,87861,99384,23227
11565,115184,126076,9088
11566,120360,136669,35616
11568,195604,350580,3995
11569,112545,160280,1502
11570,112071,144506,27303
11572,97596,111623,31236
11575,67576,79363,15785
11576,156674,235579,12885
11577,131919,163809,11274
11579,99101,127227,5148
11580,85372,97786,37887
11581,93231,104291,20192
11590,87977,101422,42593
11596,108682,133563,10492
11598,131335,180670,13170
11691,35645,51204,54005
11692,42385,53664,15850
11693,54874,65333,11120
11694,75157,89575,19299
11697,82291,101500,4206
11701,65927,81012,25654
11702,95477,116529,15125
11703,82421,90997,16656
11704,79200,87882,40355
11705,92356,101901,8237
11706,74856,88722,59946
11709,84100,116289,7134
11710,107781,121846,34790
11713,77829,93247,8743
11714,87906,107529,22950
11715,89808,98329,4591
11716,95944,106568,10434
11717,70191,79046,51889
11718,124722,140354,3248
11719,82188,92651,3337
11720,91189,101569,27633
11721,102308,128461,6254
11722,69657,77957,32268
11724,139283,199746,3109
11725,107564,124879,29570
11726,70310,80680,18376
11727,79880,93184,26192
11729,79371,87395,27852
11730,91842,126756,14798
11731,100244,115414,30489
11732,118206,147944,3539
11733,125383,153052,17976
11735,88757,103543,32358
11738,82335,93652,17439
11739,173438,183585,1256
11740,92304,115901,9227
11741,95241,102911,28352
11742,84777,97119,11697
11743,119062,162374,41964
11746,105002,128444,63286
11747,108881,146664,16103
11749,91497,91445,3047
11751,90015,99027,15107
11752,87162,97839,10013
11753,142621,185686,11670
11754,92735,106378,18983
11755,90612,106684,11333
11756,91413,103559,44007
11757,83838,94304,46552
11758,106935,119731,56207
11762,105852,123073,23056
11763,86519,91628,24866
11764,111468,126438,11116
11765,131250,285080,567
11766,112406,130622,9613
11767,107043,116834,13725
11768,114683,156116,22039
11769,85271,101549,9727
11770,62031,128906,161
11771,121984,182848,10076
11772,66823,75767,42071
11776,82521,97878,22269
11777,101591,130958,9054
11778,78940,86453,11738
11779,85987,95608,38425
11780,104936,130940,15422
11782,97018,109007,15721
11783,102422,117033,22063
11784,73740,82513,25049
11786,112174,122638,5933
11787,110137,130813,34277
11788,97671,113160,16528
11789,80797,95045,7345
11790,108212,121840,17609
11791,136223,181354,24735
11792,104158,111925,7511
11793,105568,121682,32494
11794,60167,51568,3200
11795,99994,118972,27089
11796,88053,97094,3865
11797,139209,190163,9111
11798,67938,75149,14796
11801,86201,103356,39393
11803,116391,137077,27719
11804,109050,133622,4942
11901,58528,73673,22490
11930,72175,90684,1299
11931,77663,89576,180
11932,94589,162763,1417
11933,79402,92801,5970
11934,76052,98045,6548
11935,78766,102633,3383
11937,79893,129902,13215
11939,66193,93668,776
11940,90241,126446,4382
11941,79352,107784,1568
11942,81472,111985,3985
11944,56250,82387,3663
11946,63450,83584,12798
11947,77663,89576,309
11948,90243,101532,803
11949,86595,105475,11362
11950,76802,81840,14834
11951,70905,71328,12865
11952,90734,102132,4559
11953,65320,75870,12191
11954,69918,92272,3844
11955,69803,85751,2672
11956,78359,102650,328
11957,66193,93668,709
11958,77933,102207,543
11959,83144,107261,1022
11960,75522,103774,1144
11961,68939,80860,12389
11962,94770,163919,445
11963,91016,156503,6644
11964,71384,93973,1736
11965,71384,93973,489
11967,82570,86510,24613
11968,74487,154825,11830
11970,77663,89576,473
11971,70997,95009,5577
11972,75353,107627,1126
11975,93112,168344,394
11976,89905,147241,1955
11977,97954,129728,2408
11978,82516,127980,3421
11980,84579,89630,4305
12007,68165,73708,89
12008,71667,80919,424
12009,68448,84140,7459
12010,42485,53633,25949
12015,4810,6418,277
12017,66723,96400,382
12018,70813,80224,7393
12019,84969,97506,13358
12020,57472,65898,24363
12022,57321,62944,1008
12023,64865,71716,2119
12024,75954,113441,23
12025,53760,74574,5312
12027,75087,82191,3528
12028,55629,65791,1307
12029,72992,96504,1368
12032,50698,61632,956
12033,77276,84715,7828
12035,49932,64201,672
12036,44734,52813,267
12037,61861,91310,3781
12040,57321,62944,84
12041,67785,103358,412
12042,49989,63423,285
12043,23043,32419,4619
12045,68165,73708,752
12046,67693,73542,920
12047,47341,57003,18181
12051,40501,48368,5365
12052,65532,72012,1368
12053,72749,79322,4366
12054,89453,105318,15554
12056,76634,82682,2171
12057,44286,53605,1842
12058,49233,67620,1397
12059,65996,72010,1703
12060,69241,93021,1391
12061,76606,89234,8223
12062,61042,74444,1736
12063,63234,75226,330
12064,43733,51378,530
12065,74935,90235,38743
12066,57983,69626,2244
12067,69404,99846,1675
12068,50377,61839,3277
12069,53873,63263,245
12070,54988,68531,1477
12071,47545,55838,254
12072,54670,65606,2499
12074,67456,80517,2973
12075,51162,75655,3252
12076,51808,60349,1378
12077,82112,94696,5982
12078,39632,49696,23612
12083,51357,60078,3419
12084,84844,95624,3956
12085,63219,79047,219
12086,58262,69852,1870
12087,57747,69936,1025
12089,56188,61939,77
12090,49059,60099,6075
12092,46012,61222,1265
12093,47590,54964,1499
12094,56949,71154,2155
12095,46267,58284,12776
12106,60180,74511,2263
12108,44048,69704,480
12110,74237,90547,20543
12115,75954,113441,221
12116,44214,53818,1822
12117,45955,54147,3310
12118,58015,68627,11643
12120,61628,66981,616
12121,65702,74543,1903
12122,55065,64134,4396
12123,58221,71482,5168
12124,56094,69468,627
12125,59688,74234,1391
12130,75433,87645,976
12131,47545,55838,117
12132,75954,113441,388
12134,47134,55275,3709
12136,75934,113266,841
12137,69406,77047,1750
12138,56466,63572,3180
12139,44048,69704,274
12140,78045,78198,1654
12143,57698,66552,5252
12144,59477,70710,18277
12147,62738,68071,549
12148,99306,107515,3175
12149,44630,52724,2248
12150,56042,70548,759
12151,70493,84491,707
12153,67481,76898,763
12154,70630,76250,2710
12155,41541,49133,1748
12156,78979,87687,827
12157,56295,69473,4041
12158,79794,89751,6043
12159,83622,100973,7267
12160,24429,31410,391
12161,90136,104261,132
12164,44048,69704,393
12165,66413,96306,156
12166,54270,64962,1421
12167,30899,34596,1481
12168,63718,71874,2002
12169,63107,72567,312
12170,66139,76026,5183
12172,51250,61285,412
12173,52586,67604,1801
12174,53264,70809,358
12175,45878,54086,871
12176,43058,53813,166
12177,52174,62174,488
12180,43270,56554,52373
12182,34651,42860,9901
12183,51417,57344,2281
12184,72879,90122,7062
12185,57210,71409,2207
12186,75527,96584,6260
12187,44480,54901,646
12188,62862,72914,10768
12189,51612,61486,16593
12190,49231,63180,737
12192,54889,67902,1773
12193,64792,71008,2056
12194,47545,55838,161
12195,59688,74234,228
12196,73424,85711,2754
12197,44186,52464,2297
12198,69252,79794,7199
12202,30074,40534,9909
12203,52240,65318,33802
12204,52330,74573,6838
12205,62986,78551,28240
12206,29384,39183,16207
12207,21287,28874,1985
12208,51134,65534,21154
12209,55024,61516,9730
12210,30598,43876,9778
12211,75955,97674,10791
12222,69271,77839,4
12302,70228,77683,26706
12303,63694,71259,27443
12304,42509,53980,20582
12305,29049,35929,6140
12306,59267,66852,25105
12307,30340,35032,6713
12308,45308,55527,13655
12309,85500,103583,28275
12401,50558,63156,35239
12404,60222,68945,3509
12405,43150,51233,591
12406,45814,54279,842
12407,43233,53489,144
12409,60089,90820,783
12410,45651,59713,460
12411,59329,68979,571
12412,53186,81720,605
12413,44042,56898,2901
12414,38297,54082,9205
12416,43467,58541,210
12417,62875,73425,729
12418,49961,56116,522
12419,65736,77165,694
12420,51000,61593,382
12421,52860,57442,525
12422,49961,56116,343
12423,49961,56116,970
12424,42656,58063,264
12427,35286,43167,382
12428,42583,49840,6704
12429,67303,84728,327
12430,45113,54301,1052
12431,44341,58550,1374
12432,54554,76378,379
12433,63387,78656,509
12434,53308,57690,695
12435,47813,58208,315
12436,35286,43167,624
12438,45461,53354,104
12439,43259,54024,302
12440,67414,81922,2086
12441,47072,57576,123
12442,37162,46960,974
12443,70824,91055,3880
12444,42656,58063,529
12446,54539,61423,4835
12448,60089,90820,452
12449,51943,67579,3370
12450,35286,43167,200
12451,40910,59779,1437
12452,42656,58063,216
12453,56336,72364,390
12454,43233,53489,294
12455,45253,53657,2174
12456,53705,73654,586
12457,50272,71756,877
12458,50798,59074,3248
12459,45882,53587,205
12460,49961,56116,348
12461,53553,82596,1675
12463,38445,60104,1564
12464,43467,58541,1162
12465,48275,60727,318
12466,62875,73425,2394
12468,44002,54666,1029
12469,60515,66308,720
12470,42083,50468,510
12471,67303,84728,234
12472,56997,69160,1552
12473,42083,50468,758
12474,53308,57690,1174
12475,56622,73343,351
12477,55247,71384,19409
12480,43836,58736,601
12481,53553,82596,1503
12482,42289,64095,743
12483,50209,61037,332
12484,81391,97782,2773
12485,35286,43167,780
12486,54844,70223,1663
12487,66903,83707,3246
12489,52789,61608,586
12490,56336,72364,95
12491,66125,83057,1715
12492,42656,58063,281
12493,67303,84728,498
12494,53553,82596,817
12495,60089,90820,272
12496,43233,53489,1618
12498,60921,86527,5020
12501,46316,70449,2234
12502,63828,88555,1055
12503,59844,85130,734
12504,61250,78492,961
12507,61250,78492,226
12508,59870,64963,19504
12512,70000,92060,166
12513,52857,78372,732
12514,77190,101915,2791
12515,57001,69517,1381
12516,68886,104991,1690
12517,68929,105085,421
12518,75280,94155,5882
12520,83233,100218,3193
12521,63482,93115,1516
12522,60821,74118,5244
12523,55006,71717,1665
12524,69062,78091,11904
12525,79216,94264,3018
12526,56052,76084,3597
12527,65583,72945,163
12528,61291,77797,12373
12529,54579,92372,2649
12530,52857,78372,162
12531,94979,107909,3411
12533,95653,112999,22335
12534,43950,61726,18812
12538,68602,81616,14063
12540,89946,106912,7009
12542,63864,78159,5468
12543,67082,69663,3131
12545,62676,95788,4724
12546,57569,70155,3005
12547,63344,77675,2776
12548,55703,67273,1492
12549,74230,83234,8981
12550,55352,68517,52212
12553,72767,82683,22087
12561,63333,82856,16872
12563,82870,96541,7639
12564,74941,101434,6365
12565,52857,78372,1585
12566,77388,85040,10103
12567,60962,74749,2844
12569,87412,100172,9396
12570,88127,101334,6362
12571,72020,88011,11549
12572,67659,95402,9390
12574,62917,85640,196
12575,89614,96766,2171
12577,83153,94584,2342
12578,85523,99917,2241
12580,73532,96701,4058
12581,67132,86298,2361
12582,94916,115812,4049
12583,64982,81869,2304
12585,82278,99885,774
12586,65019,74133,11348
12589,72921,82497,13881
12590,77749,87930,33400
12592,45834,70624,1286
12594,69058,77505,4047
12601,47533,60335,42242
12603,79125,90410,40048
12604,78448,80617,542
12701,33985,47488,11376
12719,51122,68521,1076
12720,55659,66198,214
12721,63712,75558,5779
12722,58125,69905,179
12723,54346,66459,1893
12724,52182,55567,264
12725,29960,37847,170
12726,57405,67130,1183
12729,47321,61871,1949
12732,51416,69092,817
12733,47339,56544,1023
12734,40170,52759,840
12736,59650,68640,150
12737,48011,62473,1471
12738,54998,68203,345
12740,7836,9622,302
12741,59650,68640,304
12742,40440,53078,209
12743,51428,69117,370
12745,53498,65436,156
12746,47337,64656,930
12747,45286,53716,1727
12748,53103,60492,2154
12749,43952,48555,394
12750,53598,66184,199
12751,40625,51938,458
12752,57917,67388,177
12754,34529,54671,6715
12758,49840,62267,4142
12759,39992,48027,1751
12760,46657,58886,543
12762,48411,55283,435
12763,47838,60015,872
12764,56077,66722,1664
12766,52323,55814,477
12767,59650,68640,101
12768,31233,45180,911
12769,59519,73118,275
12770,48011,62473,274
12771,49523,65523,13856
12775,61901,76836,1538
12776,50438,60894,2166
12777,61667,76562,772
12778,55638,66187,694
12779,48039,55968,1889
12780,45682,57257,2255
12781,59519,73118,309
12783,48571,56786,1901
12784,61901,76836,58
12785,52585,65062,1056
12786,51985,60675,579
12787,48763,59861,345
12788,38736,47808,3053
12789,44265,53923,1652
12790,59068,72002,4289
12791,52045,55790,652
12792,51523,69301,254
12801,42849,53054,14370
12803,54188,61915,7036
12804,63476,75104,23957
12808,51848,67263,335
12809,61667,65715,3373
12810,44853,61832,644
12811,40391,47583,117
12812,44135,54637,160
12814,57500,66466,1519
12815,51932,67411,905
12816,51268,60866,4634
12817,43495,55057,2146
12819,41800,52870,398
12821,51361,60346,2022
12822,50199,56412,5788
12823,56316,69184,201
12824,56503,67571,755
12827,53801,62031,3826
12828,49862,54971,8455
12831,69188,79046,14408
12832,47353,54950,7035
12833,56188,88091,4053
12834,56801,69744,6548
12835,45845,57761,2647
12836,51346,66788,697
12837,43877,51116,812
12838,62500,67958,563
12839,44140,52379,12046
12841,41800,52870,129
12842,44135,54637,1260
12843,40391,47583,608
12844,51997,61011,236
12845,58345,73043,4974
12846,56574,64826,3167
12847,55223,66013,730
12849,44874,52388,322
12850,56452,65114,2249
12851,45583,52968,348
12852,45583,52968,481
12853,41815,50375,1655
12855,45424,52864,282
12856,40391,47583,221
